Order Date,Region,Category,Sales,Profit
5/19/2016,West,Office Supplies,87.84,23.7168
11-11-2017,West,Furniture,34.92,11.8728
9/15/2014,East,Office Supplies,14.94,7.0218
9/15/2014,East,Furniture,14.56,6.2608
9/15/2015,East,Office Supplies,3.576,-2.8608
9/15/2015,East,Office Supplies,147.184,-29.4368
07-01-2016,West,Technology,1499.95,449.985
04-10-2016,Central,Office Supplies,13.568,3.2224
01-06-2014,South,Furniture,2573.82,746.4078
01-06-2014,South,Office Supplies,609.98,274.491
01-06-2014,South,Office Supplies,5.48,1.4796
01-06-2014,South,Technology,391.98,113.6742
01-06-2014,South,Technology,755.96,204.1092
01-06-2014,South,Office Supplies,31.12,0.3112
01-06-2014,South,Office Supplies,6.54,3.0084
09-01-2016,West,Office Supplies,12.78,5.751
9/23/2014,East,Office Supplies,18.464,6.924
12/15/2014,East,Furniture,445.802,-108.2662
12/28/2017,Central,Office Supplies,2.48,0.868
12/28/2017,Central,Office Supplies,25.9,12.691
12/19/2015,East,Office Supplies,29.9,14.651
12/19/2015,East,Technology,2249.91,517.4793
12/19/2015,East,Furniture,1053.164,-105.3164
11-05-2017,West,Office Supplies,12.96,6.2208
09-10-2015,West,Furniture,106.68,33.0708
11/16/2017,East,Technology,119.94,5.997
09-11-2017,Central,Office Supplies,10.272,3.21
09-11-2017,Central,Furniture,512.19,-65.853
09-11-2017,Central,Office Supplies,1.556,-4.2012
7/14/2017,West,Office Supplies,4.448,1.4456
7/14/2017,West,Furniture,276.69,49.8042
7/14/2017,West,Office Supplies,4.96,2.3312
7/14/2017,West,Office Supplies,71.92,20.8568
7/14/2017,West,Furniture,18.84,7.9128
7/14/2017,West,Technology,140.97,19.7358
7/14/2017,West,Technology,470.376,52.9173
3/30/2017,West,Office Supplies,6.08,2.0672
3/30/2017,West,Technology,164.792,18.5391
1/31/2016,East,Office Supplies,23.36,11.68
06-08-2017,Central,Office Supplies,12.176,-18.8728
11-02-2014,West,Technology,46.384,5.2182
11-02-2014,West,Office Supplies,362.92,105.2468
7/14/2017,East,Office Supplies,9.248,3.3524
7/14/2017,East,Technology,1889.946,-377.9892
7/14/2017,East,Office Supplies,62.04,4.653
7/14/2017,East,Furniture,396.92,148.845
7/14/2017,East,Office Supplies,239.456,17.9592
7/14/2017,East,Office Supplies,13.12,2.132
12-09-2017,South,Office Supplies,29.36,13.5056
12-09-2017,South,Office Supplies,214.9,62.321
12-09-2017,South,Office Supplies,15.92,7.4824
12-09-2017,South,Technology,146.45,48.3285
12-09-2017,South,Office Supplies,15.14,0.6056
12-09-2017,South,Office Supplies,5.76,2.6496
12-09-2017,South,Technology,1399.98,629.991
09-05-2016,East,Office Supplies,8.952,-7.46
09-05-2016,East,Office Supplies,8.856,-6.4944
09-05-2016,East,Furniture,85.246,-1.2178
09-10-2014,West,Office Supplies,21.728,7.6048
09-10-2014,West,Furniture,1487.04,148.704
9/26/2017,West,Office Supplies,71.88,33.0648
9/26/2017,West,Furniture,9.24,2.9568
9/26/2017,West,Office Supplies,35.88,16.146
9/26/2017,West,Office Supplies,17.04,5.538
9/26/2017,West,Office Supplies,931.176,314.2719
6/17/2016,West,Furniture,266.352,-13.3176
6/17/2016,West,Furniture,483.136,54.3528
2/25/2017,South,Furniture,196.784,-22.1382
2/25/2017,South,Furniture,231.92,5.798
3/31/2017,West,Office Supplies,29.7,8.019
12-03-2017,Central,Furniture,13.592,-14.2716
2/19/2016,West,Office Supplies,70.88,33.3136
12-02-2017,West,Office Supplies,114.288,12.8574
12-02-2017,West,Office Supplies,36.624,-24.416
12-02-2017,West,Furniture,242.352,-363.528
12-02-2017,West,Technology,49.616,4.9616
12-02-2017,West,Furniture,508.704,0
12-02-2017,West,Technology,57.36,-14.34
12-02-2017,West,Furniture,906.68,68.001
10-10-2014,Central,Technology,719.952,71.9952
10-10-2014,Central,Technology,755.944,66.1451
10-10-2014,Central,Office Supplies,11.98,-19.168
10-10-2014,Central,Office Supplies,0.898,-1.5715
09-05-2016,Central,Furniture,21.204,-11.6622
11/20/2014,East,Office Supplies,34.74,17.37
11/20/2014,East,Technology,833.94,216.8244
11/20/2014,East,Office Supplies,12.96,4.536
11/20/2014,East,Office Supplies,25.92,12.4416
05-10-2014,East,Furniture,349.965,-216.9783
05-10-2014,East,Office Supplies,22.32,5.301
11/27/2017,Central,Office Supplies,158.28,72.8088
11/27/2017,Central,Office Supplies,497.94,224.073
11-01-2014,East,Office Supplies,533.94,154.8426
11-01-2014,East,Office Supplies,167.94,82.2906
11-01-2014,East,Furniture,31.68,9.8208
12/30/2016,East,Furniture,170.786,0
09-03-2016,Central,Furniture,198.744,0
10-05-2017,West,Technology,63.824,13.5626
1/30/2016,West,Furniture,435.168,-59.8356
1/30/2016,West,Furniture,48.58,7.7728
4/21/2017,Central,Technology,47.976,8.3958
4/21/2017,Central,Office Supplies,20.736,7.2576
12-05-2014,West,Office Supplies,26.46,11.907
12-05-2014,West,Office Supplies,49.12,23.0864
12-05-2014,West,Office Supplies,15,7.2
10/21/2014,South,Office Supplies,194.7,9.735
10/21/2014,South,Furniture,591.32,112.3508
10/21/2014,South,Office Supplies,2.84,0.8804
12-08-2015,West,Office Supplies,221.96,4.4392
12-08-2015,West,Technology,236,40.12
11-02-2014,West,Technology,41.94,15.0984
11-02-2014,West,Technology,52.792,4.6193
12/18/2016,Central,Furniture,563.94,112.788
11/23/2015,East,Office Supplies,2625.12,735.0336
11/23/2015,East,Office Supplies,17.94,4.485
8/13/2015,East,Office Supplies,422.856,15.8571
4/16/2015,East,Furniture,127.764,2.8392
3/21/2014,South,Technology,3499.93,909.9818
3/21/2014,South,Office Supplies,14.4,6.624
3/21/2014,South,Office Supplies,122.97,60.2553
3/21/2014,South,Office Supplies,9.32,2.7028
3/21/2014,South,Office Supplies,122.94,59.0112
11/16/2017,West,Furniture,17.31,5.193
9/25/2015,Central,Office Supplies,128.744,12.8744
09-05-2016,East,Furniture,58.248,11.6496
09-05-2016,East,Furniture,71.246,-19.3382
09-05-2016,East,Office Supplies,7.872,0.5904
09-05-2016,East,Furniture,887.271,-63.3765
4/20/2017,Central,Office Supplies,146.86,70.4928
4/20/2017,Central,Office Supplies,36.56,18.28
6/15/2015,West,Technology,225.576,22.5576
9/17/2014,West,Office Supplies,5.248,0.4592
9/17/2014,West,Office Supplies,38.256,4.782
9/17/2014,West,Office Supplies,40.24,13.078
9/17/2014,West,Technology,29.925,-21.945
9/17/2014,West,Office Supplies,148.704,46.47
9/17/2014,West,Technology,55.92,16.776
07-08-2016,East,Office Supplies,12.96,6.2208
5/27/2016,Central,Furniture,25.176,-33.3582
5/27/2016,Central,Furniture,5.584,-1.6752
5/27/2016,Central,Office Supplies,1297.368,97.3026
12/24/2017,Central,Office Supplies,264.32,19.824
05-03-2017,West,Office Supplies,25.92,12.4416
05-03-2017,West,Office Supplies,22.96,6.6584
2/22/2014,West,Office Supplies,19.44,9.3312
02-08-2015,Central,Office Supplies,9.54,4.293
02-08-2015,Central,Office Supplies,5.81,1.8011
02-08-2015,Central,Office Supplies,5.76,1.728
8/24/2015,East,Furniture,14.91,4.6221
11/30/2014,South,Office Supplies,6.642,-4.428
12-10-2016,East,Office Supplies,18.54,8.7138
12-10-2016,East,Office Supplies,679.96,220.987
10/27/2017,West,Furniture,189.576,9.4788
10/27/2017,West,Technology,71.96,7.196
11/25/2014,West,Technology,539.92,47.243
11/25/2014,West,Furniture,725.344,54.4008
11/25/2014,West,Office Supplies,7.44,2.604
7/14/2014,East,Office Supplies,39.48,11.0544
5/23/2015,Central,Office Supplies,850.5,245.7
5/23/2015,Central,Furniture,75.33,19.5858
11/21/2015,West,Office Supplies,325.632,28.4928
11/21/2015,West,Technology,23.344,-1.459
11/21/2015,West,Office Supplies,16.52,5.369
3/30/2014,Central,Office Supplies,335.72,113.3055
3/30/2014,Central,Technology,251.944,88.1804
3/30/2014,Central,Furniture,127.302,-9.093
12/29/2017,South,Furniture,1207.84,314.0384
12/29/2017,South,Office Supplies,12.53,5.8891
12/29/2017,South,Office Supplies,34.58,10.0282
12/29/2017,South,Furniture,300.98,87.2842
12/29/2017,South,Furniture,258.75,77.625
03-02-2017,East,Office Supplies,59.52,15.4752
03-02-2017,East,Office Supplies,57.96,27.2412
03-02-2017,East,Furniture,441.96,101.6508
03-02-2017,East,Office Supplies,68.04,33.3396
10-06-2016,West,Technology,703.71,-938.28
10-06-2016,West,Office Supplies,17.904,-14.92
10-06-2016,West,Office Supplies,11.976,-9.1816
10-06-2016,West,Technology,67.96,0.8495
04-05-2015,West,Furniture,892.224,89.2224
09-09-2014,South,Technology,1299.99,-571.9956
3/15/2016,West,Office Supplies,4.544,1.6472
3/15/2016,West,Furniture,1352.032,84.502
12/27/2015,East,Furniture,1548.99,-464.697
12/27/2015,East,Office Supplies,19.872,6.7068
08-07-2017,Central,Technology,119.448,-13.4379
08-07-2017,Central,Office Supplies,118.16,-25.109
3/22/2015,South,Office Supplies,19.56,5.4768
11/30/2015,West,Furniture,80.96,29.1456
11/30/2015,West,Office Supplies,25.92,12.4416
4/15/2014,West,Office Supplies,106.96,31.0184
4/15/2014,West,Furniture,187.76,76.9816
7/30/2017,East,Office Supplies,76.776,-53.7432
06-01-2017,Central,Office Supplies,53.9,25.872
01-07-2014,Central,Furniture,76.728,-53.7096
01-07-2014,Central,Office Supplies,10.43,-18.2525
9/29/2017,West,Office Supplies,99.2,25.792
9/13/2017,South,Office Supplies,15.92,2.786
10/22/2014,South,Furniture,129.92,10.3936
10-04-2016,East,Office Supplies,30.4,13.984
10-04-2016,East,Technology,5399.91,2591.9568
10-04-2016,East,Office Supplies,119.1,34.539
11/27/2015,East,Office Supplies,40.08,19.2384
11/27/2015,East,Office Supplies,59.94,28.1718
11/27/2015,East,Technology,259.98,88.3932
11/27/2015,East,Furniture,170.98,32.4862
11/27/2015,East,Furniture,38.97,4.6764
11/27/2015,East,Office Supplies,154.9,69.705
11/27/2015,East,Furniture,446.068,0
05-06-2017,West,Office Supplies,152.94,41.2938
10-08-2014,South,Technology,23.472,4.9878
12/31/2014,East,Office Supplies,195.64,91.9508
12/31/2014,East,Office Supplies,14.94,7.0218
12/31/2014,East,Technology,1687.8,742.632
12/31/2014,East,Furniture,341.96,78.6508
12/31/2014,East,Furniture,605.88,151.47
4/28/2015,Central,Office Supplies,186.732,41.496
4/28/2015,Central,Office Supplies,3812.97,1906.485
2/14/2015,East,Office Supplies,26.424,9.5787
2/14/2015,East,Technology,625.99,187.797
11/25/2016,Central,Furniture,1568.61,329.4081
11/25/2016,Central,Office Supplies,17.3,8.304
11/25/2016,Central,Technology,160,62.4
7/15/2017,South,Office Supplies,179.94,50.3832
7/15/2017,South,Furniture,872.94,157.1292
7/15/2017,South,Office Supplies,12.96,6.2208
12/29/2014,West,Office Supplies,88.8,44.4
12/29/2014,West,Technology,319.968,35.9964
3/22/2016,West,Furniture,167.888,14.6902
07-02-2017,Central,Office Supplies,163.96,59.4355
07-02-2017,Central,Office Supplies,5.232,-8.1096
12/14/2017,East,Technology,1199.98,467.9922
12/14/2017,East,Office Supplies,73.85,2.2155
12/14/2017,East,Office Supplies,25.71,6.6846
12/14/2017,East,Office Supplies,17.28,8.1216
12/14/2017,East,Furniture,526.582,-52.6582
8/26/2016,Central,Office Supplies,11.56,5.6644
8/26/2016,Central,Technology,209.97,58.7916
8/26/2016,Central,Furniture,447.84,98.5248
8/26/2016,Central,Technology,479.97,163.1898
8/26/2016,Central,Office Supplies,8.64,2.5056
10/15/2017,West,Office Supplies,11.68,4.2048
10/25/2014,East,Technology,40.776,0.5097
10/25/2014,East,Office Supplies,13.698,-9.5886
04-02-2015,West,Technology,87.8,32.925
10/28/2017,South,Furniture,77.952,15.5904
10/28/2017,South,Office Supplies,147.184,-29.4368
10/28/2017,South,Office Supplies,47.952,16.1838
12-05-2014,West,Office Supplies,250.26,72.5754
11-03-2017,East,Technology,40.776,0.5097
01-06-2015,West,Office Supplies,29.6,9.25
01-06-2015,West,Office Supplies,1.938,-1.3566
09-09-2017,West,Technology,159.96,51.1872
01-05-2015,East,Office Supplies,59.52,15.4752
01-05-2015,East,Office Supplies,17.48,8.2156
01-05-2015,East,Office Supplies,13.168,4.6088
4/16/2017,West,Office Supplies,40.74,12.222
09-10-2015,Central,Furniture,179.886,-2.5698
9/25/2016,East,Office Supplies,286.256,17.891
9/25/2016,East,Office Supplies,24.224,-4.8448
9/25/2016,East,Office Supplies,331.536,-82.884
3/16/2015,East,Office Supplies,17.52,6.3072
11/26/2016,Central,Office Supplies,17.856,4.2408
9/26/2016,South,Technology,431.976,-75.5958
6/13/2017,West,Furniture,291.136,-25.4744
9/18/2017,Central,Office Supplies,114.848,35.89
06-02-2017,Central,Office Supplies,10.688,3.7408
5/15/2016,East,Office Supplies,15.232,5.5216
9/15/2017,West,Office Supplies,12.42,5.2164
8/22/2016,West,Office Supplies,19.44,9.3312
5/30/2014,East,Office Supplies,70.368,26.388
12/18/2017,South,Office Supplies,12.672,1.4256
7/30/2017,East,Technology,89.95,43.176
11/21/2014,West,Office Supplies,6.58,3.0268
11/21/2014,West,Technology,94.99,28.497
9/24/2015,West,Technology,35.12,13.17
8/20/2017,West,Office Supplies,25.92,12.4416
6/17/2016,East,Office Supplies,7.96,3.7412
6/17/2016,East,Technology,566.97,153.0819
6/17/2016,East,Office Supplies,9.84,2.8536
12/19/2015,Central,Technology,25.488,4.779
5/31/2015,East,Office Supplies,7.56,0.3024
6/18/2015,South,Furniture,60.84,19.4688
6/18/2015,South,Office Supplies,450.04,58.5052
6/18/2015,South,Office Supplies,34.6,16.608
6/18/2015,South,Technology,467.97,140.391
6/18/2015,South,Office Supplies,33.02,15.8496
11/30/2015,South,Furniture,17.088,1.068
12/21/2015,East,Office Supplies,3.008,0.3384
11/17/2017,South,Office Supplies,268.24,93.884
11/17/2017,South,Technology,431.16,107.79
11/13/2017,East,Technology,43.6,12.208
11/13/2017,East,Furniture,154.95,30.99
10/24/2016,Central,Office Supplies,15.552,5.4432
12-06-2014,South,Office Supplies,42.208,13.7176
12-03-2017,Central,Office Supplies,10.368,3.6288
9/26/2017,West,Office Supplies,2.224,0.556
02-03-2015,South,Office Supplies,74.52,35.0244
08-12-2017,East,Office Supplies,17.52,5.256
08-12-2017,East,Furniture,1779.9,373.779
08-12-2017,East,Office Supplies,219.9,59.373
8/24/2015,West,Office Supplies,7.152,0.7152
11-12-2017,South,Office Supplies,26.72,9.352
08-01-2016,West,Technology,1039.728,90.9762
08-01-2016,West,Office Supplies,45.96,13.788
11/25/2016,East,Office Supplies,456.588,-304.392
11/25/2016,East,Technology,4499.985,-6599.978
11/25/2016,East,Technology,59.976,11.9952
4/13/2016,West,Office Supplies,6.12,2.8764
12/27/2014,West,Office Supplies,10.98,2.9646
12/27/2014,West,Office Supplies,7.86,3.6156
12/27/2014,West,Office Supplies,51.45,13.8915
12/27/2014,West,Office Supplies,37.056,13.896
4/18/2016,South,Office Supplies,203.92,55.0584
4/18/2016,South,Technology,29.56,7.9812
03-08-2015,Central,Office Supplies,8.568,-14.5656
11-04-2016,South,Office Supplies,45.248,3.9592
11-04-2016,South,Furniture,876.3,-292.1
11-04-2016,South,Office Supplies,185.376,-34.758
11/29/2014,East,Office Supplies,25.06,11.7782
5/17/2016,Central,Office Supplies,2.89,-4.7685
5/17/2016,Central,Office Supplies,7.896,2.4675
5/17/2016,Central,Furniture,22.608,-10.1736
5/17/2016,Central,Office Supplies,30.528,9.54
9/19/2017,East,Office Supplies,4.842,-3.3894
12/19/2016,Central,Office Supplies,1.8,-2.88
10-12-2017,Central,Technology,39.984,-1.4994
12-12-2015,West,Office Supplies,32.4,15.876
12-12-2015,West,Office Supplies,97.88,48.94
07-12-2015,Central,Technology,307.168,30.7168
10-02-2015,East,Office Supplies,26.9,13.181
3/24/2017,East,Office Supplies,47.01,22.0947
3/24/2017,East,Technology,469.99,136.2971
3/24/2017,East,Furniture,207.846,2.3094
06-01-2017,East,Office Supplies,324.744,-77.1267
3/24/2014,West,Furniture,40.48,14.5728
9/22/2015,South,Office Supplies,12,4.2
9/22/2015,South,Office Supplies,720.064,-63.0056
9/22/2015,South,Office Supplies,25.424,-4.767
9/22/2015,South,Office Supplies,2.816,0.3168
9/22/2015,South,Office Supplies,3.204,-2.5632
01-08-2016,South,Office Supplies,30.828,-24.6624
01-08-2016,South,Office Supplies,47.616,5.952
01-08-2016,South,Technology,108.784,10.8784
2/14/2016,East,Office Supplies,4.77,2.1465
2/14/2016,East,Office Supplies,7.98,2.0748
2/14/2016,East,Furniture,550.431,-47.1798
2/14/2016,East,Furniture,10.56,4.6464
06-08-2017,West,Furniture,1497.666,140.9568
06-08-2017,West,Technology,17.52,-3.504
10/21/2016,West,Office Supplies,113.22,29.4372
10/21/2016,West,Office Supplies,35.88,17.5812
10/21/2016,West,Office Supplies,4535.976,1644.2913
1/26/2017,West,Office Supplies,11.84,5.6832
12-08-2017,East,Office Supplies,592.74,160.0398
10/21/2016,South,Office Supplies,111.672,6.9795
8/26/2014,East,Office Supplies,8.64,2.5056
8/26/2014,East,Technology,149.97,52.4895
5/16/2014,West,Furniture,232.88,17.466
02-03-2015,East,Furniture,90.882,15.147
10/31/2017,Central,Technology,508.768,38.1576
10/31/2017,Central,Office Supplies,9.912,3.2214
4/26/2015,West,Furniture,63.936,6.3936
4/26/2015,West,Office Supplies,59.52,15.4752
4/26/2015,West,Technology,311.976,38.997
4/26/2015,West,Office Supplies,50.352,17.6232
05-09-2016,Central,Technology,19.136,1.9136
1/24/2015,South,Office Supplies,13.12,2.132
4/13/2015,West,Furniture,241.568,-15.098
4/13/2015,West,Technology,479.92,41.993
9/25/2015,West,Furniture,307.136,-11.5176
9/25/2015,West,Office Supplies,12.6,5.796
9/25/2015,West,Technology,159.98,57.5928
3/28/2014,Central,Office Supplies,6.12,2.8764
3/28/2014,Central,Furniture,1184.72,106.6248
7/17/2016,East,Office Supplies,45.96,13.788
4/19/2014,South,Office Supplies,58.05,26.703
4/19/2014,South,Office Supplies,71.28,34.2144
7/21/2017,Central,Furniture,124.404,-21.3264
9/27/2015,South,Office Supplies,154.9,69.705
9/27/2015,South,Technology,1871.88,561.564
2/27/2016,Central,Furniture,16.192,-6.8816
05-02-2016,Central,Office Supplies,18.936,-3.7872
05-02-2016,Central,Office Supplies,12.672,-3.168
05-02-2016,Central,Office Supplies,5.04,1.764
12-09-2014,Central,Office Supplies,8.448,2.9568
12-09-2014,Central,Office Supplies,20.388,-53.0088
12/25/2015,West,Office Supplies,9.96,4.8804
12-07-2017,South,Office Supplies,320.64,89.7792
12-07-2017,South,Technology,52,23.4
5/30/2014,East,Office Supplies,25.584,8.9544
5/30/2014,East,Technology,464,134.56
5/30/2014,East,Office Supplies,235.95,77.8635
5/30/2014,East,Office Supplies,39.96,17.982
03-02-2017,East,Office Supplies,18.528,-12.352
10-12-2015,West,Technology,17.9,3.401
10-12-2015,West,Office Supplies,81.96,0
7/14/2015,West,Office Supplies,272.736,-64.7748
7/14/2015,West,Office Supplies,18.496,6.7048
7/14/2015,West,Furniture,441.92,49.716
7/14/2015,West,Furniture,127.764,-191.646
11/19/2014,West,Office Supplies,166.44,79.8912
5/27/2016,West,Office Supplies,13.38,6.1548
07-03-2017,South,Technology,24,-2.7
9/25/2017,East,Office Supplies,24.448,8.8624
10-03-2016,West,Office Supplies,6.16,2.9568
10-03-2016,West,Furniture,915.136,102.9528
10-03-2016,West,Office Supplies,8.56,3.852
10-03-2016,West,Office Supplies,97.82,45.9754
09-09-2017,West,Office Supplies,31.104,11.2752
09-09-2017,West,Office Supplies,11.176,0.8382
03-12-2015,South,Office Supplies,5.04,1.764
11/29/2016,Central,Furniture,242.176,-302.72
6/14/2016,East,Furniture,337.176,-118.0116
12-03-2017,West,Office Supplies,13.344,1.0008
12-03-2017,West,Technology,76.752,10.5534
12-03-2017,West,Technology,102.336,14.0712
12-03-2017,West,Office Supplies,10.32,3.741
12-03-2017,West,Office Supplies,47.32,5.915
12-03-2017,West,Furniture,23.376,7.0128
12-03-2017,West,Furniture,16.72,3.344
12-03-2017,West,Furniture,16.192,4.6552
8/16/2016,West,Office Supplies,32.4,15.552
12/25/2016,South,Office Supplies,19.89,5.3703
12/25/2016,South,Technology,399.98,171.9914
12/25/2016,South,Furniture,343.85,137.54
12/25/2016,South,Office Supplies,106.32,49.9704
7/23/2017,East,Office Supplies,13.92,4.35
6/21/2017,East,Office Supplies,82.4,40.376
6/21/2017,East,Office Supplies,6.24,3.0576
6/21/2017,East,Office Supplies,447.84,219.4416
8/13/2017,South,Office Supplies,272.048,30.6054
8/13/2017,South,Office Supplies,1614.582,-1237.8462
8/13/2017,South,Office Supplies,24.32,9.12
8/13/2017,South,Technology,1.584,0.4752
8/13/2017,South,Furniture,31.984,0
8/13/2017,South,Office Supplies,14.76,4.797
8/13/2017,South,Furniture,423.648,47.6604
11-07-2015,Central,Office Supplies,76.64,26.824
10/15/2015,Central,Office Supplies,4.464,1.674
10/15/2015,Central,Office Supplies,3.96,-6.93
7/30/2016,West,Office Supplies,715.64,178.91
12-03-2016,West,Furniture,268.704,6.7176
12-03-2016,West,Office Supplies,21.92,5.9184
12-03-2016,West,Office Supplies,48.72,7.308
12-03-2016,West,Furniture,205.666,-12.098
4/28/2016,Central,Furniture,30.344,-31.8612
8/25/2017,East,Office Supplies,25.696,1.9272
6/17/2017,East,Technology,3404.5,1668.205
6/17/2017,East,Technology,101.34,8.1072
11/20/2015,East,Furniture,344.372,-93.4724
09-04-2017,Central,Office Supplies,30.384,3.798
07-04-2015,West,Office Supplies,22.848,7.4256
9/15/2017,East,Office Supplies,38.62,10.8136
9/15/2017,East,Technology,59.98,10.7964
3/13/2017,East,Office Supplies,174.3,81.921
9/24/2017,South,Technology,383.96,38.396
9/24/2017,South,Office Supplies,15.57,-11.418
8/13/2016,South,Office Supplies,22.32,10.7136
8/13/2016,South,Office Supplies,103.6,51.8
11/20/2017,East,Technology,2.97,1.3365
11/20/2017,East,Technology,569.99,170.997
11/20/2017,East,Furniture,50.97,9.1746
7/25/2017,Central,Furniture,298.116,-4.2588
3/25/2016,East,Office Supplies,59.52,17.856
7/15/2016,West,Furniture,230.28,23.028
7/15/2016,West,Office Supplies,105.52,34.294
8/17/2017,West,Office Supplies,23.36,11.68
8/17/2017,West,Technology,71.976,8.997
8/17/2017,West,Office Supplies,8.56,3.852
8/17/2017,West,Office Supplies,13.92,4.872
8/17/2017,West,Office Supplies,2518.29,654.7554
8/17/2017,West,Office Supplies,540.57,140.5482
8/17/2017,West,Office Supplies,221.056,77.3696
12/14/2016,West,Furniture,81.424,-9.1602
12/14/2016,West,Office Supplies,134.8,35.048
12/25/2017,Central,Office Supplies,39.582,-59.373
12/25/2017,Central,Office Supplies,44.688,5.0274
12/25/2017,Central,Office Supplies,31.744,2.3808
12/25/2017,Central,Office Supplies,40.98,-65.568
12/25/2017,Central,Office Supplies,3.168,-5.0688
03-01-2014,Central,Office Supplies,18.84,-3.5325
03-01-2014,Central,Furniture,362.25,0
03-01-2014,Central,Furniture,63.552,-34.9536
03-01-2014,Central,Office Supplies,129.552,-22.6716
11/19/2015,East,Office Supplies,5.984,2.244
11/19/2015,East,Technology,861.76,249.9104
04-01-2014,East,Office Supplies,66.96,2.6784
04-01-2014,East,Office Supplies,6.24,3.0576
10-05-2017,West,Furniture,435.168,-59.8356
10-05-2017,West,Office Supplies,14.9,6.854
10-05-2017,West,Office Supplies,15.8,4.108
10-05-2017,West,Furniture,72.9,26.973
10-05-2017,West,Furniture,206.352,5.1588
10-05-2017,West,Technology,7.992,2.6973
11/18/2017,South,Office Supplies,81.36,-19.323
11/18/2017,South,Office Supplies,20.232,-16.1856
11/18/2017,South,Office Supplies,389.056,48.632
11/18/2017,South,Office Supplies,20.736,7.2576
11/18/2017,South,Office Supplies,41.472,14.5152
3/23/2015,West,Office Supplies,33.36,16.68
10-10-2016,West,Furniture,90.882,-190.8522
10-10-2016,West,Technology,15.992,-2.9985
10-10-2016,West,Furniture,120.784,13.5882
8/16/2015,East,Technology,519.792,-112.6216
8/16/2015,East,Technology,31.176,-5.4558
8/16/2015,East,Office Supplies,10.368,3.6288
8/16/2015,East,Office Supplies,2.724,-1.9068
8/16/2015,East,Furniture,254.352,0
8/16/2015,East,Office Supplies,3.762,-2.7588
8/16/2015,East,Office Supplies,10.272,3.21
5/31/2014,South,Technology,659.97,197.991
5/31/2014,South,Technology,113.73,32.9817
8/27/2015,West,Office Supplies,5.104,1.6588
01-03-2014,Central,Office Supplies,16.448,5.5512
09-10-2014,East,Office Supplies,81.92,22.1184
09-10-2014,East,Furniture,254.9,76.47
1/22/2017,Central,Office Supplies,15.12,4.914
1/22/2017,Central,Office Supplies,7.872,0.8856
4/21/2016,West,Office Supplies,8.32,2.808
7/20/2016,East,Technology,89.95,43.176
8/23/2016,Central,Office Supplies,25.2,11.592
8/23/2016,Central,Office Supplies,37.59,17.6673
8/23/2016,Central,Office Supplies,14.97,4.1916
8/23/2016,Central,Technology,1.98,0.891
6/14/2016,South,Office Supplies,39.936,-26.624
6/14/2016,South,Technology,18.464,2.308
11/20/2015,West,Office Supplies,4.896,-3.4272
11/20/2015,West,Furniture,145.764,-247.7988
11/20/2015,West,Office Supplies,9.612,-7.3692
11-03-2017,West,Technology,199.75,87.89
11-03-2017,West,Furniture,1673.184,20.9148
05-04-2014,West,Furniture,12.18,3.8976
05-04-2014,West,Office Supplies,57.68,19.0344
11-08-2015,Central,Technology,263.96,76.5484
12-12-2015,West,Technology,299.94,128.9742
12-12-2015,West,Office Supplies,25.76,0.5152
12-01-2014,East,Technology,271.9,78.851
12-01-2014,East,Furniture,45.84,15.5856
12-01-2014,East,Furniture,9.82,3.2406
10-07-2016,West,Office Supplies,93.36,0.9336
11/17/2015,Central,Office Supplies,541.24,5.4124
11/17/2015,Central,Office Supplies,106.32,49.9704
11/17/2015,Central,Furniture,1323.9,383.931
3/17/2014,East,Office Supplies,126.624,41.1528
6/20/2015,West,Technology,125.944,15.743
5/25/2017,East,Office Supplies,663.92,207.475
5/25/2017,East,Technology,120,13.2
5/25/2017,East,Office Supplies,3.29,1.4805
5/25/2017,East,Furniture,18.84,6.0288
09-09-2014,East,Furniture,60.672,12.8928
09-09-2014,East,Office Supplies,30.816,2.6964
10/17/2017,West,Technology,52.792,4.6193
11-02-2017,Central,Office Supplies,83.9,20.975
11-02-2017,Central,Office Supplies,11.76,5.7624
7/21/2014,Central,Office Supplies,4.992,-12.9792
7/21/2014,Central,Office Supplies,87.92,29.673
7/21/2014,Central,Furniture,657.93,-93.99
7/21/2014,Central,Office Supplies,1.044,-1.827
09-11-2015,East,Furniture,210.68,50.5632
09-11-2015,East,Office Supplies,78.8,1.576
09-11-2015,East,Technology,19.99,6.7966
09-11-2015,East,Office Supplies,772.68,108.1752
10/21/2016,Central,Technology,106.08,-9.282
01-07-2016,Central,Furniture,23.076,-10.9611
01-07-2016,Central,Office Supplies,25.92,9.072
6/25/2015,Central,Office Supplies,47.952,16.1838
6/25/2015,Central,Office Supplies,0.984,-1.476
6/25/2015,Central,Furniture,75.384,-20.7306
6/25/2015,Central,Office Supplies,4.608,1.6704
9/20/2015,East,Office Supplies,37.68,16.956
07-10-2017,South,Office Supplies,41.91,10.8966
6/30/2017,West,Furniture,435.999,5.1294
8/21/2017,West,Furniture,388.704,38.8704
8/21/2017,West,Office Supplies,572.58,34.3548
8/21/2017,West,Technology,33.18,11.613
03-11-2017,East,Technology,63.88,24.9132
03-11-2017,East,Furniture,26.72,11.7568
9/15/2017,West,Office Supplies,295.056,106.9578
9/20/2016,East,Office Supplies,393.25,129.7725
12/15/2016,East,Office Supplies,2.214,-1.476
